,Title,Genres,Ratings,Director
14123,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14124,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14125,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14126,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14127,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14128,Hawkeye,"Action, Adventure, Crime",7.5,
14129,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14130,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14131,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14132,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14133,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14134,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14135,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14136,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14137,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14138,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14139,Invincible,"Animation, Action, Adventure",8.7,
14140,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14141,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14142,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14143,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14144,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14145,Dhindora,"Comedy, Drama",8.8,
14146,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14147,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14148,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14149,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14150,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14151,Squid Game,"Action, Drama, Mystery",8.0,
14152,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14153,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14154,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14155,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14156,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14157,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14158,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14159,WandaVision,"Action, Comedy, Drama",7.9,
14160,Loki,"Action, Adventure, Fantasy",8.2,
14161,Aspirants,Drama,9.2,
14162,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14163,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14164,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14165,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14166,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14167,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14168,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14169,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14170,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14171,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14172,Arcane,"Animation, Action, Adventure",9.0,
14173,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14174,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14175,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14176,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14177,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14178,Hawkeye,"Action, Adventure, Crime",7.5,
14179,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14180,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14181,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14182,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14183,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14184,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14185,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14186,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14187,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14188,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14189,Invincible,"Animation, Action, Adventure",8.7,
14190,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14191,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14192,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14193,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14194,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14195,Dhindora,"Comedy, Drama",8.8,
14196,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14197,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14198,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14199,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14200,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14201,Squid Game,"Action, Drama, Mystery",8.0,
14202,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14203,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14204,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14205,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14206,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14207,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14208,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14209,WandaVision,"Action, Comedy, Drama",7.9,
14210,Loki,"Action, Adventure, Fantasy",8.2,
14211,Aspirants,Drama,9.2,
14212,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14213,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14214,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14215,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14216,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14217,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14218,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14219,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14220,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14221,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14222,Arcane,"Animation, Action, Adventure",9.0,
14223,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14224,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14225,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14226,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14227,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14228,Hawkeye,"Action, Adventure, Crime",7.5,
14229,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14230,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14231,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14232,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14233,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14234,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14235,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14236,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14237,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14238,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14239,Invincible,"Animation, Action, Adventure",8.7,
14240,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14241,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14242,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14243,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14244,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14245,Dhindora,"Comedy, Drama",8.8,
14246,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14247,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14248,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14249,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14250,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14251,Squid Game,"Action, Drama, Mystery",8.0,
14252,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14253,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14254,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14255,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14256,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14257,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14258,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14259,WandaVision,"Action, Comedy, Drama",7.9,
14260,Loki,"Action, Adventure, Fantasy",8.2,
14261,Aspirants,Drama,9.2,
14262,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14263,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14264,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14265,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14266,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14267,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14268,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14269,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14270,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14271,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14272,Arcane,"Animation, Action, Adventure",9.0,
14273,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14274,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14275,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14276,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14277,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14278,Hawkeye,"Action, Adventure, Crime",7.5,
14279,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14280,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14281,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14282,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14283,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14284,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14285,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14286,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14287,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14288,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14289,Invincible,"Animation, Action, Adventure",8.7,
14290,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14291,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14292,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14293,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14294,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14295,Dhindora,"Comedy, Drama",8.8,
14296,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14297,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14298,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14299,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14300,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14301,Squid Game,"Action, Drama, Mystery",8.0,
14302,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14303,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14304,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14305,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14306,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14307,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14308,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14309,WandaVision,"Action, Comedy, Drama",7.9,
14310,Loki,"Action, Adventure, Fantasy",8.2,
14311,Aspirants,Drama,9.2,
14312,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14313,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14314,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14315,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14316,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14317,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14318,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14319,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14320,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14321,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14322,Arcane,"Animation, Action, Adventure",9.0,
14323,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14324,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14325,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14326,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14327,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14328,Hawkeye,"Action, Adventure, Crime",7.5,
14329,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14330,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14331,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14332,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14333,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14334,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14335,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14336,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14337,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14338,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14339,Invincible,"Animation, Action, Adventure",8.7,
14340,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14341,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14342,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14343,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14344,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14345,Dhindora,"Comedy, Drama",8.8,
14346,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14347,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14348,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14349,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14350,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14351,Squid Game,"Action, Drama, Mystery",8.0,
14352,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14353,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14354,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14355,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14356,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14357,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14358,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14359,WandaVision,"Action, Comedy, Drama",7.9,
14360,Loki,"Action, Adventure, Fantasy",8.2,
14361,Aspirants,Drama,9.2,
14362,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14363,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14364,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14365,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14366,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14367,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14368,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14369,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14370,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14371,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14372,Arcane,"Animation, Action, Adventure",9.0,
14373,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14374,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14375,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14376,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14377,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14378,Hawkeye,"Action, Adventure, Crime",7.5,
14379,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14380,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14381,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14382,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14383,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14384,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14385,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14386,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14387,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14388,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14389,Invincible,"Animation, Action, Adventure",8.7,
14390,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14391,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14392,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14393,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14394,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14395,Dhindora,"Comedy, Drama",8.8,
14396,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14397,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14398,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14399,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14400,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14401,Squid Game,"Action, Drama, Mystery",8.0,
14402,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14403,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14404,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14405,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14406,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14407,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14408,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14409,WandaVision,"Action, Comedy, Drama",7.9,
14410,Loki,"Action, Adventure, Fantasy",8.2,
14411,Aspirants,Drama,9.2,
14412,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14413,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14414,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14415,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14416,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14417,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14418,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14419,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14420,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14421,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14422,Arcane,"Animation, Action, Adventure",9.0,
14423,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14424,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14425,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14426,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14427,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14428,Hawkeye,"Action, Adventure, Crime",7.5,
14429,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14430,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14431,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14432,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14433,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14434,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14435,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14436,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14437,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14438,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14439,Invincible,"Animation, Action, Adventure",8.7,
14440,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14441,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14442,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14443,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14444,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14445,Dhindora,"Comedy, Drama",8.8,
14446,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14447,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14448,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14449,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14450,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14451,Squid Game,"Action, Drama, Mystery",8.0,
14452,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14453,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14454,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14455,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14456,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14457,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14458,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14459,WandaVision,"Action, Comedy, Drama",7.9,
14460,Loki,"Action, Adventure, Fantasy",8.2,
14461,Aspirants,Drama,9.2,
14462,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14463,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14464,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14465,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14466,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14467,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14468,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14469,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14470,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14471,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14472,Arcane,"Animation, Action, Adventure",9.0,
14473,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14474,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14475,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14476,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14477,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14478,Hawkeye,"Action, Adventure, Crime",7.5,
14479,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14480,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14481,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14482,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14483,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14484,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14485,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14486,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14487,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14488,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14489,Invincible,"Animation, Action, Adventure",8.7,
14490,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14491,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14492,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14493,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14494,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14495,Dhindora,"Comedy, Drama",8.8,
14496,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14497,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14498,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14499,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14500,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14501,Squid Game,"Action, Drama, Mystery",8.0,
14502,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14503,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14504,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14505,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14506,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14507,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14508,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14509,WandaVision,"Action, Comedy, Drama",7.9,
14510,Loki,"Action, Adventure, Fantasy",8.2,
14511,Aspirants,Drama,9.2,
14512,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
